path	modality	transfer_syntax	category	source	licence	licence_url	sha256	url
synthetic/ct_series_uniform/slice_006.dcm	CT	1.2.840.10008.1.2.1	synthetic, mono16, series, uniform-spacing	Ocelli synthetic, scripts/corpus_synth.py	MIT OR Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0	497d78ef35b01da8102a4a9b778dc11f26f9168cbf29470789da6e63be375f0f	
synthetic/ct_series_uniform/slice_007.dcm	CT	1.2.840.10008.1.2.1	synthetic, mono16, series, uniform-spacing	Ocelli synthetic, scripts/corpus_synth.py	MIT OR Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0	8c8ad4f4fc1c5a49846ca2595ae470ad48216c6b3858ac80e6586a0910b74890	
synthetic/ct_series_uniform/slice_008.dcm	CT	1.2.840.10008.1.2.1	synthetic, mono16, series, uniform-spacing	Ocelli synthetic, scripts/corpus_synth.py	MIT OR Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0	22fce99cce5b68634ba755758d12e3f684aa3f8ea8ba65ed616e9e8779d39965	
synthetic/ct_series_uniform/slice_009.dcm	CT	1.2.840.10008.1.2.1	synthetic, mono16, series, uniform-spacing	Ocelli synthetic, scripts/corpus_synth.py	MIT OR Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0	8afcb875f5bc4341499534910351bb3a9a69ede646b976c014390d03b822d7f2	
syntax/deflated_explicit_vr_le.dcm	CT	1.2.840.10008.1.2.1.99	synthetic, mono16, transfer-syntax	Ocelli synthetic, scripts/corpus_synth.py	MIT OR Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0	135c67a45e8683b347a1ef85c0c7ab19d83ff54866d10ec5a8d71b259d63a65a	
syntax/explicit_vr_be.dcm	CT	1.2.840.10008.1.2.2	synthetic, mono16, transfer-syntax	Ocelli synthetic, scripts/corpus_synth.py	MIT OR Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0	9f11b6a4aae6ccbbea1b26cc999c87b2522f5be632b125b15af6c7af240070fc	
syntax/explicit_vr_le.dcm	CT	1.2.840.10008.1.2.1	synthetic, mono16, transfer-syntax	Ocelli synthetic, scripts/corpus_synth.py	MIT OR Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0	22a7bfb5fefbcc622ae1baaab7a82f44964e6cd2ba3bab6420c24b1adcc8d4c4	
syntax/htj2k_lossless.dcm	CT	1.2.840.10008.1.2.4.201	synthetic, mono16, transfer-syntax	Ocelli synthetic, scripts/corpus_synth.py	MIT OR Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0	b715cfec34a660acad8733f88247460a963da0223f095318484e594dc280edc7	
syntax/htj2k_lossless_rpcl.dcm	CT	1.2.840.10008.1.2.4.202	synthetic, mono16, transfer-syntax	Ocelli synthetic, scripts/corpus_synth.py	MIT OR Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0	ad840e47cd9ccdbfef18a1607b5ad5d41e154448c81d3a4e0d0b0191b8328d1d	
syntax/htj2k_lossy.dcm	CT	1.2.840.10008.1.2.4.203	synthetic, mono16, transfer-syntax	Ocelli synthetic, scripts/corpus_synth.py	MIT OR Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0	753b86fc6ee5871df8e545240c83d736c05dda2031327dfc3681daf1a69c6f54	
syntax/implicit_vr_le.dcm	CT	1.2.840.10008.1.2	synthetic, mono16, transfer-syntax	Ocelli synthetic, scripts/corpus_synth.py	MIT OR Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0	fbaeb15f39fdd432903db683411ea15f2da122a9eba96411b897a5b91cbd1c03	
syntax/j2k_lossless.dcm	CT	1.2.840.10008.1.2.4.90	synthetic, mono16, transfer-syntax	Ocelli synthetic, scripts/corpus_synth.py	MIT OR Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0	7ed8f0e5353b292d37464273b253cd102fd1c25d3d996c8c1e8f184ded12fc5d	
syntax/j2k_lossy.dcm	CT	1.2.840.10008.1.2.4.91	synthetic, mono16, transfer-syntax	Ocelli synthetic, scripts/corpus_synth.py	MIT OR Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0	d65ce54201bf4fd2450a68f0e2992a759972362d7a6e84fe4aac511e31d35390	
syntax/jpeg_baseline_rgb8.dcm	OT	1.2.840.10008.1.2.4.50	synthetic, colour, transfer-syntax	Ocelli synthetic, scripts/corpus_synth.py	MIT OR Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0	3aacd3317de097369ac7a49a9dbdb8615f76067b1546a481f5401e71c01a7e42	
syntax/jpeg_extended_12.dcm	CT	1.2.840.10008.1.2.4.51	synthetic, mono16, transfer-syntax	Ocelli synthetic, scripts/corpus_synth.py	MIT OR Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0	800dab393f02352098af6083a084eaac5d4a9a0484ee2ff29565951e652b4879	
syntax/jpeg_lossless_p14.dcm	CT	1.2.840.10008.1.2.4.57	synthetic, mono16, transfer-syntax	Ocelli synthetic, scripts/corpus_synth.py	MIT OR Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0	6fe8a0c7e39b8c487d5d5536b11baa7490e6c0f5c0dba2508d25a192a1626fb9	
syntax/jpeg_lossless_p14_sv1.dcm	CT	1.2.840.10008.1.2.4.70	synthetic, mono16, transfer-syntax	Ocelli synthetic, scripts/corpus_synth.py	MIT OR Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0	6c813ed9d3016a985c8720d0768cfcb4a95342e17d9262188e3cce3be3b9a113	
syntax/jpegls_lossless.dcm	CT	1.2.840.10008.1.2.4.80	synthetic, mono16, transfer-syntax	Ocelli synthetic, scripts/corpus_synth.py	MIT OR Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0	002967502b10e5c47fdabe155667b03972fde7b73454c348c9d6a1dff5e12167	
syntax/jpegls_near_lossless.dcm	CT	1.2.840.10008.1.2.4.81	synthetic, mono16, transfer-syntax	Ocelli synthetic, scripts/corpus_synth.py	MIT OR Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0	56be60a7b8497f3c3422e3e00904f9d819bcc7c665115b67545a2e5d92d79a18	
syntax/reference_mono12.dcm	CT	1.2.840.10008.1.2.1	synthetic, mono16, syntax-reference	Ocelli synthetic, scripts/corpus_synth.py	MIT OR Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0	aa14f1e763dcc610ff3c6b8a2694a1ba1a8295b12fb282baa55bd9e4b16f9307	
syntax/reference_rgb8.dcm	OT	1.2.840.10008.1.2.1	synthetic, colour, syntax-reference	Ocelli synthetic, scripts/corpus_synth.py	MIT OR Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0	727375058176751a40d7d4c2c9d895e37c6fafa4afc848ed3c11a5061bd6dd0e	
syntax/rle_lossless.dcm	CT	1.2.840.10008.1.2.5	synthetic, mono16, transfer-syntax	Ocelli synthetic, scripts/corpus_synth.py	MIT OR Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0	49a93b4a510c730f9fa3fdf030dc7b38233d2b7f979077225e6ec2bd9a4e7d6d	
real/ct_cmb_mml/00000001.dcm	CT	1.2.840.10008.1.2.1	real, mono16, series, burned-in-unchecked	TCIA CMB-MML, https://doi.org/10.7937/SZKB-SW39	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	1e2d4ef25ede02c39e76b8e0d3260a1b72a24f7a45b618d59792b5435091c6a4	
real/ct_cmb_mml/00000002.dcm	CT	1.2.840.10008.1.2.1	real, mono16, series, burned-in-unchecked	TCIA CMB-MML, https://doi.org/10.7937/SZKB-SW39	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	560b9b24ca28df0c75c74bff54e75f331320ecf8f8a88c6675fb3eacb8a331a1	
real/ct_cmb_mml/00000003.dcm	CT	1.2.840.10008.1.2.1	real, mono16, series, burned-in-unchecked	TCIA CMB-MML, https://doi.org/10.7937/SZKB-SW39	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	97488031f6aa2af5c27a0a7fc8b78a10b039b16a1c0b3d8eda2e840d772da1e6	
real/ct_cmb_mml/00000004.dcm	CT	1.2.840.10008.1.2.1	real, mono16, series, burned-in-unchecked	TCIA CMB-MML, https://doi.org/10.7937/SZKB-SW39	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	f36d302d02f529fd367b62ef14019e1fe3083420f4a151f4950f2195069323b7	
real/ct_cmb_mml/00000005.dcm	CT	1.2.840.10008.1.2.1	real, mono16, series, burned-in-unchecked	TCIA CMB-MML, https://doi.org/10.7937/SZKB-SW39	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	a3e329739fea40d221e2288a0cbb1fecfdb119cbb4052506e5369b0b45450074	
real/ct_cmb_mml/00000006.dcm	CT	1.2.840.10008.1.2.1	real, mono16, series, burned-in-unchecked	TCIA CMB-MML, https://doi.org/10.7937/SZKB-SW39	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	a9a748dc8a89a254bab3a06fc3a9e725fb3ddddd03008111639c08c872c03905	
real/ct_cmb_mml/00000007.dcm	CT	1.2.840.10008.1.2.1	real, mono16, series, burned-in-unchecked	TCIA CMB-MML, https://doi.org/10.7937/SZKB-SW39	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	0e74578580e8902dc4fc7b9c5ed1458eaa81f728fa8641829ddbffff4b5d43d9	
real/ct_cmb_mml/00000008.dcm	CT	1.2.840.10008.1.2.1	real, mono16, series, burned-in-unchecked	TCIA CMB-MML, https://doi.org/10.7937/SZKB-SW39	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	56e6308180c1172037c30b8fe7459a8480f4622eaa396f585803fac313cdc6b8	
real/ct_cmb_mml/00000009.dcm	CT	1.2.840.10008.1.2.1	real, mono16, series, burned-in-unchecked	TCIA CMB-MML, https://doi.org/10.7937/SZKB-SW39	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	73eb3d95e0793239baaaeac322b83ac332556e94909817135343ef9be8100cd6	
real/ct_cmb_mml/00000010.dcm	CT	1.2.840.10008.1.2.1	real, mono16, series, burned-in-unchecked	TCIA CMB-MML, https://doi.org/10.7937/SZKB-SW39	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	82e1766af2eb160bf56cbbe0411b24d45e0d30cecf9756ef5dd33724864cc40f	
real/ct_cmb_mml/00000011.dcm	CT	1.2.840.10008.1.2.1	real, mono16, series, burned-in-unchecked	TCIA CMB-MML, https://doi.org/10.7937/SZKB-SW39	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	0bfe50bd7e7b43b3e05e0613a0262b36bb6c7eec068c7940d277d79cc8538530	
real/ct_cmb_mml/00000012.dcm	CT	1.2.840.10008.1.2.1	real, mono16, series, burned-in-unchecked	TCIA CMB-MML, https://doi.org/10.7937/SZKB-SW39	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	ce42e7c751d618f74fd5bfbe5ae36e2086e03a935651f0e2630a322c44ebe821	
real/ct_cmb_mml/00000013.dcm	CT	1.2.840.10008.1.2.1	real, mono16, series, burned-in-unchecked	TCIA CMB-MML, https://doi.org/10.7937/SZKB-SW39	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	bc710e9d46aa77ec7c37712704c82230dd71c2aefa3f38bdf23049db6c74f921	
real/ct_cmb_mml/00000014.dcm	CT	1.2.840.10008.1.2.1	real, mono16, series, burned-in-unchecked	TCIA CMB-MML, https://doi.org/10.7937/SZKB-SW39	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	781fbb649b1ae993909c44366486b5dfe77c272eae8d22fb21df58b43c99f975	
real/ct_cmb_mml/00000015.dcm	CT	1.2.840.10008.1.2.1	real, mono16, series, burned-in-unchecked	TCIA CMB-MML, https://doi.org/10.7937/SZKB-SW39	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	ea482d744e547646f85daf2cadaede21246e8a4dbf1001d08e25a6642d1a6533	
real/ct_cmb_mml/00000016.dcm	CT	1.2.840.10008.1.2.1	real, mono16, series, burned-in-unchecked	TCIA CMB-MML, https://doi.org/10.7937/SZKB-SW39	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	44eceb7c4c92aebb76bc88175a3dd954d7821bcb6120ee5395e5b4f851b23b99	
real/ct_cmb_mml/00000017.dcm	CT	1.2.840.10008.1.2.1	real, mono16, series, burned-in-unchecked	TCIA CMB-MML, https://doi.org/10.7937/SZKB-SW39	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	94e3d32cf1f1664ac0ad0e30d315daf730a03b9066cd2b15d0d4f823e9922354	
real/ct_cmb_mml/00000018.dcm	CT	1.2.840.10008.1.2.1	real, mono16, series, burned-in-unchecked	TCIA CMB-MML, https://doi.org/10.7937/SZKB-SW39	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	d1f88e5f52434cb81054dbab578a66d6ddb6222a4c49d94ee86e928a706a83e8	
real/ct_cmb_mml/00000019.dcm	CT	1.2.840.10008.1.2.1	real, mono16, series, burned-in-unchecked	TCIA CMB-MML, https://doi.org/10.7937/SZKB-SW39	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	a78d19599aab9fe8bd16b2b0ea4201599abdf776f53e1e3117e3880e90270753	
real/ct_cmb_mml/00000020.dcm	CT	1.2.840.10008.1.2.1	real, mono16, series, burned-in-unchecked	TCIA CMB-MML, https://doi.org/10.7937/SZKB-SW39	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	12dbb83d098295a64c016440a773bb1c924ed7a6175619d062521a4a9573b98c	
real/ct_cmb_mml/00000021.dcm	CT	1.2.840.10008.1.2.1	real, mono16, series, burned-in-unchecked	TCIA CMB-MML, https://doi.org/10.7937/SZKB-SW39	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	1bbb5b6753988de6a7ad81d82570e3f1664c3fee76ddfa9fcfe5ac35df17da26	
real/ct_cmb_mml/00000022.dcm	CT	1.2.840.10008.1.2.1	real, mono16, series, burned-in-unchecked	TCIA CMB-MML, https://doi.org/10.7937/SZKB-SW39	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	abcccdfce9ca00fba9e3f211ccd1befd0414c2c9168e4d85dbe04ebecbc170a6	
real/ct_cmb_mml/00000023.dcm	CT	1.2.840.10008.1.2.1	real, mono16, series, burned-in-unchecked	TCIA CMB-MML, https://doi.org/10.7937/SZKB-SW39	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	e70ff26ae38561dc38a312a59a0a4a7e84881fa5b271b51a9c57aa6fae79f158	
real/ct_cmb_mml/00000024.dcm	CT	1.2.840.10008.1.2.1	real, mono16, series, burned-in-unchecked	TCIA CMB-MML, https://doi.org/10.7937/SZKB-SW39	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	dd104c0d9ab850c55d73dc1bae077b893504bb9418a039cd39745946994798d3	
real/ct_cmb_mml/00000025.dcm	CT	1.2.840.10008.1.2.1	real, mono16, series, burned-in-unchecked	TCIA CMB-MML, https://doi.org/10.7937/SZKB-SW39	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	aa603fa17ebe9400df31fb3f985de4fcc98b794671cc2e7f1d1005ff0f380769	
real/ct_cmb_mml/00000026.dcm	CT	1.2.840.10008.1.2.1	real, mono16, series, burned-in-unchecked	TCIA CMB-MML, https://doi.org/10.7937/SZKB-SW39	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	f48b83ff4195e13f7a58bc667f67696341ed73fdf609d044f81be91a2160f317	
real/ct_cmb_mml/00000027.dcm	CT	1.2.840.10008.1.2.1	real, mono16, series, burned-in-unchecked	TCIA CMB-MML, https://doi.org/10.7937/SZKB-SW39	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	6eac376a0137f2e839124f804fffe9f8b651a402235210d7a306ff0b18b95281	
real/mr_eay131/00000001.dcm	MR	1.2.840.10008.1.2	real, mono16, series, burned-in-unchecked	TCIA EAY131, https://doi.org/10.7937/c5ke-yx42	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	cad6f91fd3b0c1db89707d5f1b4140fac3583c3180e617dce5649b354940dfd1	
real/mr_eay131/00000002.dcm	MR	1.2.840.10008.1.2	real, mono16, series, burned-in-unchecked	TCIA EAY131, https://doi.org/10.7937/c5ke-yx42	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	7511f1bc6152e3da757ee7ecceeaec7ca813f6d048fd8bfe671c28bdf52c5649	
real/mr_eay131/00000003.dcm	MR	1.2.840.10008.1.2	real, mono16, series, burned-in-unchecked	TCIA EAY131, https://doi.org/10.7937/c5ke-yx42	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	31cca445d34a1af8cd08cf2b87bca2bc64c35f4fef36b6329921634a4b0bc3bc	
real/mr_eay131/00000004.dcm	MR	1.2.840.10008.1.2	real, mono16, series, burned-in-unchecked	TCIA EAY131, https://doi.org/10.7937/c5ke-yx42	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	e9c58a5231b0d54fa126fac7ccc987c682532cf220a6dcbcbf6a69d5077a855f	
real/mr_eay131/00000005.dcm	MR	1.2.840.10008.1.2	real, mono16, series, burned-in-unchecked	TCIA EAY131, https://doi.org/10.7937/c5ke-yx42	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	87384db55325020ced4e3de68687167cb1e9871b90462cfe183c92b23f034739	
real/mr_eay131/00000006.dcm	MR	1.2.840.10008.1.2	real, mono16, series, burned-in-unchecked	TCIA EAY131, https://doi.org/10.7937/c5ke-yx42	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	918de207a0b8fb7e1f4324acc54515fca0baf920ed8f3ae7d14576f9cc6493d7	
real/mr_eay131/00000007.dcm	MR	1.2.840.10008.1.2	real, mono16, series, burned-in-unchecked	TCIA EAY131, https://doi.org/10.7937/c5ke-yx42	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	4cdab0946977eb94c963875cfc4674cd5b8bab6877a9a9203c9d7312bdb04489	
real/mr_eay131/00000008.dcm	MR	1.2.840.10008.1.2	real, mono16, series, burned-in-unchecked	TCIA EAY131, https://doi.org/10.7937/c5ke-yx42	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	54b448afa870241da05afc222f1c669ddf5892984cdf455b0cd6e9b9766ddbd6	
real/mr_eay131/00000009.dcm	MR	1.2.840.10008.1.2	real, mono16, series, burned-in-unchecked	TCIA EAY131, https://doi.org/10.7937/c5ke-yx42	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	4a8dcf805fca50c3a60260cec78841c01153b0d45096bd24a1cbc3dfd2b80764	
real/mr_eay131/00000010.dcm	MR	1.2.840.10008.1.2	real, mono16, series, burned-in-unchecked	TCIA EAY131, https://doi.org/10.7937/c5ke-yx42	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	b8833f303ef7c44fe085e9414990ee9e35c257690b19191a06633df190de008e	
real/mr_eay131/00000011.dcm	MR	1.2.840.10008.1.2	real, mono16, series, burned-in-unchecked	TCIA EAY131, https://doi.org/10.7937/c5ke-yx42	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	86ed220d9926da6d8bc509f8506a5e2e8625067d1701594ef6a746512a1d6480	
real/mr_eay131/00000012.dcm	MR	1.2.840.10008.1.2	real, mono16, series, burned-in-unchecked	TCIA EAY131, https://doi.org/10.7937/c5ke-yx42	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/	e9bc608a5ea0ecd2e8cc7451a4a6ab184ab0965350be905f2779fa51f33d2fb6	
